loss,val_loss
0.004223352298140526,0.0003178304759785533
0.0019095110474154353,0.00031989801209419966
0.001522296923212707,0.0003354698419570923
0.0012643764493986964,0.00028894926072098315
0.001149894087575376,0.0003109034732915461
0.0009255300974473357,0.0002631930692587048
0.0008499150280840695,0.0002555879473220557
0.0008094323566183448,0.00026511691976338625
0.0006964795175008476,0.0002833703765645623
0.000678863434586674,0.00025076951715163887
0.000611794413998723,0.00025439876480959356
0.0006209551938809454,0.00024268933339044452
0.0005877173971384764,0.0003163503424730152
0.0005564570892602205,0.00027404853608459234
0.0005637757130898535,0.00025202432880178094
