loss,magnitude_loss,sign_prob_loss,signed_prediction_loss,val_loss,val_magnitude_loss,val_sign_prob_loss,val_signed_prediction_loss,val_rel_score,learning_rate
2.8082993030548096,0.006679530255496502,0.8035904169082642,1.3620567321777344,2.791841506958008,0.005489891394972801,0.8047505617141724,1.353812575340271,-0.008324407783716348,0.0003000000142492354
2.793144941329956,0.005388048943132162,0.8037398457527161,1.3546713590621948,2.793056011199951,0.004889479372650385,0.8064156174659729,1.354411244392395,-0.001905571740666856,0.0003000000142492354
2.7853052616119385,0.005192973185330629,0.8073238730430603,1.3506306409835815,2.7968811988830566,0.004957912024110556,0.8123379945755005,1.355959415435791,-0.011644805184343854,0.0003000000142492354
2.773836851119995,0.005163348745554686,0.8066322803497314,1.34491765499115,2.7952868938446045,0.005205029621720314,0.8098537921905518,1.3552381992340088,-0.009377405081520962,0.0003000000142492354
2.767918109893799,0.005191916599869728,0.806323766708374,1.3420463800430298,2.8026015758514404,0.005243063438683748,0.8164675831794739,1.3585412502288818,-0.018522417007968972,0.0003000000142492354
2.759178400039673,0.005628273356705904,0.8072032332420349,1.3375270366668701,2.794224977493286,0.004945436026901007,0.8140543103218079,1.354547381401062,-0.015433745695103251,0.0003000000142492354
2.7501888275146484,0.005660130176693201,0.8053576946258545,1.3330693244934082,2.7919745445251465,0.005539551842957735,0.8106011152267456,1.3534857034683228,-0.014813514906574232,0.0003000000142492354
2.7372660636901855,0.005914539098739624,0.804532527923584,1.3265513181686401,2.785611391067505,0.005725853610783815,0.8069190979003906,1.3505487442016602,-0.007428441309931255,0.0001500000071246177
2.7260961532592773,0.006213511805981398,0.8029116988182068,1.3210647106170654,2.78493332862854,0.00589005509391427,0.8085137009620667,1.3500518798828125,-0.011780317604507706,0.0001500000071246177
2.721999406814575,0.00647697551175952,0.8039082884788513,1.3188974857330322,2.787872076034546,0.005886333994567394,0.8074557781219482,1.3515617847442627,-0.00927333785258555,0.0001500000071246177
2.714003801345825,0.006686607841402292,0.8032270669937134,1.3148797750473022,2.7903189659118652,0.005996442399919033,0.8102060556411743,1.3526015281677246,-0.011565857522173317,0.0001500000071246177
2.7082765102386475,0.0065710823982954025,0.8043921589851379,1.3119982481002808,2.7877767086029053,0.005981552880257368,0.810832142829895,1.3512762784957886,-0.009383258369724201,0.0001500000071246177
